Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	diversification	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	fossil[15]	fossil[16]	fossil[17]	fossil[18]	fossil[19]	fossil[20]	fossil[21]	fossil[22]	fossil[23]	fossil[24]	fossil[25]	fossil[26]	fossil[27]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
670	-1091.281	-550.7581	-540.5233	376666.6	0.0354777	0.0882404	0.000545101	0.0456838	1.29882	0.00745724	9.66764e-05	0.116534	0.0403782	0.018654	0.367204	0.0329893	2.00352	0.173024	6.75571	0.752031	0.0076539	0.0671426	0.103696	0.000740334	0.0224506	48.9169	0.000368639	0.00646397	1.14066	0.0432531	0.491133	0.000392777	74.6033	1.25938	3.16374e+09	0.00155203	1.07442e+11	0.017932	0.0377806	250.839	0.0294979	0.668204	180.947	101.609	1.96803e+11	150233	0.14488	22.2472	0.00194039	0.0749508	0.147806	60.9774	0.0048137	0.0777052	1.27931	0.0139358	0.08175737	0.1417992	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.2	0.1912925	0.99793	0.99947	1.00053	1.00207	0.2235566	10.5567	14.5283	1.60439	7.28454	5.62928	7.22272	15.2	15.2	11.07	11.0705	11.0374	11.056	6.56701	0.310624	0	11.7525	11.4157	12.8102	15.2	8.20475	8.47967	5.21896	11.0679	9.65705	7.78081	2.70871	15.2	0.6342878	7.060575	-4.622071	3.626733	13.1532
680	-1084.64	-540.5209	-544.1194	764088.3	0.014445	0.162422	0.000211041	0.0714806	0.64473	0.000800896	0.000140659	0.120229	0.058433	0.0389974	1.44097	0.0384793	3.55025	0.091092	6.83434	0.560072	0.00367837	0.0458177	0.0341217	0.000517511	0.148022	28.899	0.000516241	0.0193975	12.5254	0.0139789	0.189658	0.00452922	50.4229	1.52836	1.29215e+10	0.0033262	4.16099e+10	0.0198481	0.0203183	497.757	0.0946317	1.41136	313.48	165.068	1.84455e+11	115384	0.313566	22.8749	0.0039298	0.0860286	0.18931	106.309	0.00837178	0.100695	0.260883	0.00726805	0.03793343	0.09851785	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1338676	0.998546	0.999628	1.00037	1.00145	0.1364513	6.95709	15.1984	0.699284	3.14455	4.61929	7.7023	15.2	15.2	11.07	8.2573	11.0594	11.0651	2.83865	0.310624	0	11.6054	10.8809	4.39807	15.2	6.9719	8.47967	5.26694	11.0685	6.04496	8.2164	4.35154	15.2	0.7220002	11.76864	-3.9072	3.570053	12.74528
690	-1082.364	-550.9165	-531.4471	751598.5	0.00914232	0.066918	0.000207748	0.0494288	0.578677	0.000525053	0.516594	0.182401	0.0329734	0.0309874	0.129948	0.00876327	0.888267	0.0852709	0.133026	0.591901	0.000181129	0.0336281	0.0565392	0.00346519	0.0466971	5.38324	0.000313952	0.012444	1.33471	0.0524617	0.257855	0.00600142	2.51992	1.14959	4.54603e+10	0.000181413	6.0829e+09	0.0206896	0.0220594	852.568	0.01243	0.228553	363.527	171.088	2.43231e+11	89245.4	1.20969	57.0634	0.0077407	0.104137	0.245684	191.836	0.00355376	0.161456	0.0693052	0.00390575	-0.01909573	0.1090035	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.2	0.1263439	0.998534	0.999625	1.00037	1.00147	0.0899078	6.95709	15.1973	2.48052	3.14455	1.52837	7.7023	15.2	15.2	11.07	11.0639	11.0598	11.0687	2.7605	0.310624	0	10.0195	12.8201	5.53601	15.2	6.9719	9.62422	0.508312	11.0686	6.04496	7.90258	4.35154	15.2	1.212392	10.38014	-4.63651	3.735346	13.95281
700	-1067.47	-549.0743	-518.3956	250305.4	0.00841135	0.0645717	0.0347833	0.0859685	0.392894	0.000972405	1.4584	0.0952865	0.00303139	0.0225932	0.0466423	0.00966633	1.44015	0.291544	0.180655	0.200786	0.000134824	0.0855808	0.086617	0.00114025	0.0775102	16.4423	0.000285485	0.019256	0.37614	0.0629104	0.133424	0.00968138	2.45032	4.43862	1.10422e+11	0.0100461	4.48314e+08	0.0212963	0.0367096	824.932	0.0484608	2.85807	291.091	192.068	3.82598e+11	78473.8	0.419139	232.936	0.0127806	0.104673	0.0470925	275.459	0.0033793	0.128931	0.232892	0.00160971	0.06076326	0.1568131	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1340012	0.99746	0.99935	1.00065	1.00254	0.2175763	11.2488	13.9356	0.634456	3.14455	4.92948	7.7023	15.2	15.2	11.07	11.0709	11.0645	11.0689	6.4852	0.310624	0	9.05818	1.45528	3.94067	15.2	8.08936	7.89235	0.508312	11.0693	6.04496	5.9322	5.58236	15.2	0.7207267	8.33315	-4.66997	3.685163	13.58042
710	-1047.878	-554.2656	-493.6126	837449	0.000868655	0.20684	0.00512084	0.0559651	0.0166728	0.00380199	0.59593	0.104416	0.00975953	0.0161638	0.0187199	0.0189365	0.0254859	0.139413	0.0977772	0.425521	0.000413805	0.127503	0.0603491	0.002085	0.0786149	3.99022	0.00957683	0.0162651	0.292907	0.0324918	0.194192	0.024365	0.126129	31.096	2.72593e+11	0.00669936	1.36239e+08	0.0159817	0.015502	117.544	0.00889616	3.83237	54.8414	78.5443	1.61234e+12	10.3379	0.308119	186.313	0.0156502	0.282692	0.0997169	111.143	0.00447314	0.308123	0.151406	0.000261022	0.03989646	0.07269158	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1750407	0.998611	0.999645	1.00035	1.00139	0.112588	6.40206	15.1992	1.14111	3.14455	6.05537	8.47259	15.2	15.2	11.07	11.0709	11.0692	11.0696	7.14917	0.086848	0	11.3816	4.46656	3.94067	15.2	8.08936	4.99636	0.508312	11.0546	6.04496	5.9322	5.69685	15.2	0.6456421	7.797525	-4.399526	3.592585	12.90667
720	-1056.367	-542.7834	-513.5841	285684.5	0.00788065	0.188736	0.00247625	0.0976765	0.00660954	0.00360751	2.56161	0.208771	0.00992383	0.0812301	0.0352873	0.0641576	0.0228733	1.83375	0.203201	3.55945	0.00242544	0.22348	0.217725	0.00316663	0.0433705	2.50799	0.000413132	0.01033	3.32017	0.0458494	0.314967	0.00477317	0.0439534	65.3499	2.4302e+11	0.0114309	1.45748e+08	0.00501198	0.0186815	84.3143	0.0376905	15.6708	52.8617	114.128	1.13429e+12	117.89	0.907644	1230.79	0.00709107	1.01713	0.0357313	326.949	0.00247414	0.474493	0.401016	0.00853609	0.01589821	0.08203876	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1489477	0.997623	0.999392	1.00061	1.00238	0.09793696	9.58014	15.1995	1.69	4.72818	4.54122	7.14157	15.2	15.2	11.07	11.0709	11.0695	11.0699	4.11643	0.086848	0	5.89466	0.46489	5.78764	15.2	7.53181	3.44643	3.00365	11.0606	6.04496	3.87729	1.37517	15.2	0.837669	8.156426	-4.084386	3.516587	12.36638
730	-1055.117	-543.3646	-511.7529	285684.5	0.0258437	0.451137	0.000680114	0.0729304	0.00172456	0.00469228	2.66618	0.0598063	0.015834	0.0388051	0.0491278	0.0187948	0.167306	1.2813	0.228106	1.66837	0.00127839	0.0762989	0.217725	0.00140048	0.0418939	3.82018	0.000716354	0.0124865	5.64125	0.0206047	0.23432	0.00184198	0.078352	34.3021	8.43083e+11	0.00623654	5.22638e+07	0.00145071	0.0209852	25.5446	0.207552	33.1779	1.32463	41.1649	2.42514e+12	189.697	0.374724	1603	0.00459473	0.154203	0.0617265	380.855	0.0078297	0.606301	0.155495	0.0051466	0.07763019	0.0337	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1484208	0.997623	0.999392	1.00061	1.00238	0.1113302	9.58014	15.1994	3.36791	4.72818	2.72319	7.52773	15.2	15.2	11.07	11.072	11.0697	11.0698	1.81707	0.788665	0	8.26881	4.72256	2.32126	15.2	7.53181	7.08832	3.00365	11.7607	5.96127	3.87729	1.37517	15.2	0.3027032	7.299913	-3.45666	3.299855	10.88905
740	-1073.321	-535.8733	-537.4473	907799.2	0.0112933	0.684139	0.00571821	0.158437	0.000928113	0.00166499	4.66417	0.0831276	0.0332789	0.0211864	0.239194	0.0166167	0.0549029	2.78626	0.319642	3.31283	0.00139685	0.0512146	0.132542	0.00187984	0.0509529	0.033305	0.000215556	0.00908234	8.09777	0.131962	1.06189	0.0102802	0.0661376	230.496	2.51561e+12	0.00263246	2.87442e+06	0.00050526	0.0129376	25.6714	1.54814	13.9935	0.605463	28.4464	4.10434e+12	694.974	0.317738	9204.7	0.00274216	0.318456	0.280798	1229.9	0.0986628	0.345345	1.02005	0.0053956	0.04206709	0.03434063	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1434293	0.998666	0.999659	1.00034	1.00133	0.07640772	6.28307	15.1995	3.79734	6.98004	2.96723	7.52773	15.2	15.2	11.07	11.072	11.07	11.07	7.99134	0.788665	0	12.0835	6.50824	2.32126	15.2	7.53181	4.30435	3.00365	11.89	5.96127	10.2759	3.36325	15.2	0.4494393	11.80725	-3.71619	3.517074	12.36981
750	-1092.464	-548.0683	-544.3961	907799.2	0.0187526	1.81078	0.0018264	0.323504	0.000980716	0.00598765	3.06305	0.194187	0.0455833	0.0210686	0.137632	0.00508196	0.106324	4.29185	0.131034	36.6748	0.000874116	0.0360775	0.132542	0.00110504	0.00789933	0.00374402	0.00436978	0.0216284	6.98242	0.0890231	0.912192	0.00212914	0.0592628	405.336	2.66124e+12	0.00215196	4.02551e+06	0.000608619	0.014218	19.0536	7.43149	2.69192	1.85177	53.9969	4.96276e+12	354.103	0.169315	27455	0.00334901	0.168944	0.170169	663.939	0.362664	0.398245	0.395286	0.00443816	0.001024768	0.08302241	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1477486	0.998666	0.999659	1.00034	1.00133	0.08404718	7.95716	15.1986	0.290701	9.36595	2.96723	6.38053	15.2	15.2	11.07	11.072	11.07	11.07	0.667224	0.788665	0	13.9919	5.9783	2.32126	15.2	7.53181	6.13033	3.00365	12.7491	7.42352	8.62967	3.36325	15.2	0.9878072	6.243104	-4.74894	3.627787	13.16084
760	-1084.414	-540.0207	-544.3938	498983.5	0.00263289	2.95701	0.0369563	0.121572	0.00379346	0.00715881	0.0716082	0.276586	0.0480772	0.0321802	0.0865544	0.0196934	0.355511	2.54602	0.348855	50.2963	0.00794865	0.0521198	0.0867058	0.00164102	0.0142252	0.0689592	0.00128238	0.0192929	1.94328	0.0871016	3.22887	0.00369455	0.0182575	522.556	8.79351e+12	0.011288	1.12644e+06	0.000321121	0.0197041	82.1769	8.27744	5.02598	3.55451	63.2354	2.18588e+13	0.000751244	0.0899581	86710.6	0.00589462	0.0371712	0.216399	1837.14	0.300251	0.112585	1.10358	0.00464364	-0.02684981	0.1338596	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1997202	0.998201	0.99954	1.00046	1.0018	0.1070098	7.86934	15.1999	0.351771	9.01994	3.90533	5.82777	15.2	15.2	11.07	11.072	11.07	11.07	8.05155	4.3816	0	14.7954	6.74967	4.92247	13.7623	6.42272	6.95443	3.9705	11.59	7.42352	6.85132	0.047889	15.2	1.25091	10.29476	-4.784855	3.772662	14.23298
770	-1114.7	-560.8878	-553.8126	303706.3	0.0169547	5.24385	0.0613216	0.0443905	0.00270467	0.0144981	0.0791407	2.89597	0.565931	0.0615325	0.2638	0.0271691	0.295014	2.91852e-06	0.0604636	7.99774	0.00306997	0.0304364	0.211043	0.00223592	0.00456847	1.15103	0.00768165	0.0183651	4.13541	0.0828846	0.730147	0.0245843	0.0218294	2622.13	4.11257e+12	0.0110528	1.53967e+06	0.000510939	0.0255665	129.945	21.2555	3.05282	18.7115	37.4849	5.37793e+13	0.0555832	0.0197191	127793	0.00410141	0.0299708	0.0997161	6525.16	1.66996	0.0438508	1.0399	0.0131186	0.009526571	0.2168638	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.2	0.1216904	0.997694	0.99941	1.00059	1.00231	0.2263903	7.86934	15.2	0.351771	9.99039	3.61606	6.16201	15.2	15.2	11.07	11.0774	11.07	11.07	2.741	3.11493	0	10.9948	7.00713	6.55972	15.1996	6.42272	6.91958	4.96681	11.0383	9.27729	7.06775	3.80509	15.2	0.9579197	8.83971	-4.796736	3.735235	13.95198
780	-1107.846	-552.7279	-555.1179	288595.1	0.0303567	5.90514	0.00811823	0.0698775	0.00600338	0.00158694	0.017182	38.0944	0.00998815	0.0101165	0.166966	0.0339466	0.0307906	3.32974e-06	0.196606	73.9904	0.0133083	0.0409367	0.104257	0.00123516	0.0129465	1.35819	0.0081199	0.0227991	2.26062	0.00714918	1.34385	0.0333311	0.0444724	5240.83	5.3971e+12	0.0217576	1.8548e+06	0.00167709	0.0488098	35.0981	3.4262	13.9631	7.92128	12.5064	5.38531e+13	0.847878	0.0282723	78752.7	0.00262956	0.0566169	0.0328717	45637.4	3.70071	0.0100352	1.09973	0.0103893	-0.009864007	0.2160207	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	10	15.2	0.1320972	0.997635	0.999395	1.0006	1.00237	0.2061567	7.86934	15.2	4.94887	5.96142	5.23165	0.38712	15.2	15.2	11.07	11.0774	11.07	11.07	6.26454	1.06546	0	10.7922	8.7218	6.97425	15.2	6.42272	5.4479	4.96681	11.0383	7.68761	7.06775	1.97895	15.2	1.047847	10.8656	-4.899948	3.817211	14.5711
790	-1082.318	-546.2583	-536.06	172000.2	0.196001	14.2966	0.00199362	0.0447755	0.00216596	0.00226354	0.00194345	67.2108	0.0088306	0.0118215	0.059274	0.0190796	0.00492313	8.81546e-07	0.213173	33.0917	0.00865616	0.0404386	0.0703015	0.00274779	0.0130024	0.249502	0.0154602	0.0174232	2.49677	0.0271372	2.54248	0.00202934	0.0938506	5381.68	7.61606e+12	0.0541214	4.68509e+06	0.00745972	0.0390992	4.32224	0.51941	3.40576	1.97479	17.3687	6.4873e+13	0.317236	0.0233913	20708.9	0.00609182	0.0226647	0.0149987	45888.6	2.47922	0.0308295	2.8846	0.0102181	0.02372633	0.1984113	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	11	15.2	0.08965194	0.996937	0.999216	1.00078	1.00307	0.2221377	7.86934	15.2	0.488071	4.24739	4.67567	2.01039	15.2	15.2	11.07	11.0786	11.07	11.07	6.26454	1.5145	0	5.81798	7.5255	3.3901	15.2	5.67482	4.05854	2.99085	11.0383	6.04535	7.06775	7.18274	15.2	0.8931909	7.270663	-4.991436	3.735046	13.95057
800	-1069.053	-543.6548	-525.3982	93524.21	0.109963	9.80846	0.00117926	0.0272744	0.0017619	0.00301989	0.000688175	6.89089	0.00476315	0.0142135	0.175386	0.0220703	0.00344014	2.0512e-06	0.0139366	67.9507	0.00114716	0.0269458	0.0978177	0.00277556	0.0126463	0.458443	0.0162859	0.00910971	2.61357	0.0532333	1.48356	0.000583196	0.0491633	7767.83	1.98368e+13	0.0459663	9.25069e+06	0.0277173	0.0302463	11.1477	0.72613	1.65557	2.49991	6.80192	3.62454e+13	0.0881303	0.0515922	14962.8	0.00942691	0.00525279	0.00917152	114252	1.49944	0.0142459	1.95723	0.011091	0.1056254	0.1205349	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.2	0.09362975	0.995847	0.998935	1.00106	1.00416	0.2261603	7.86934	15.2	4.98187	4.24739	5.44337	2.01039	15.2	15.2	11.07	11.0786	11.07	11.07	6.08124	1.12454	0	6.67621	4.03979	8.01627	15.2	4.13673	4.05854	2.99085	11.158	6.04535	3.48669	1.52736	15.2	0.5329624	8.697914	-6.0699	4.057828	16.46597
810	-1071.225	-542.0995	-529.1252	74521.2	0.125637	2.53445	0.00919477	0.0399302	0.00423105	0.00741842	0.00958367	0.659592	0.0109829	0.0214281	0.270375	0.0210861	0.00391732	1.35219e-06	0.00944671	62.112	0.0100763	0.0596109	0.0564664	0.00100976	0.059721	0.472491	0.0100182	0.00877565	1.14361	0.0895765	1.81904	0.000463396	0.0442049	3343.58	1.95725e+13	0.0688303	1.1863e+07	0.0159578	0.0323266	15.1043	2.41409	2.3969	0.737809	9.84709	7.0007e+13	0.293294	0.0299909	13245.3	0.00217545	0.00477908	0.00289417	233241	4.46888	0.0222025	2.62809	0.0104413	0.02329053	0.1485413	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.2	0.1542862	0.995348	0.998807	1.00119	1.00466	0.1718319	7.97546	15.2	3.80146	5.54072	4.18953	0.0623468	15.2	15.2	11.07	11.0794	11.07	11.07	1.60466	1.12454	0	6.67621	5.44387	8.01627	15.2	7.12247	4.05854	2.99085	11.3855	8.98339	8.04294	2.91793	15.2	0.8644574	6.650229	-5.979946	3.968526	15.7492
820	-1076.778	-544.3237	-532.4542	59221.81	0.248854	16.7932	0.0201804	0.0703942	0.0062712	0.014465	0.022089	0.0818367	0.169433	0.0964209	1.14396	0.0146389	0.010711	9.41374e-06	0.000704822	17.9317	0.000731284	0.0781982	0.100461	0.00216663	0.0592771	0.0807687	0.00996814	0.0151315	0.652042	0.0720494	1.01955	0.000397159	0.066577	30266.7	4.27605e+13	0.0721395	3.62673e+07	0.00558348	0.0117721	38.9147	0.53959	2.60721	0.230028	3.71597	9.31411e+13	0.318491	0.0244133	17488.1	0.00287907	0.0116488	0.00429159	184347	0.993162	0.00903141	7.00282	0.0101422	0.05980615	0.173233	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.2	0.1736999	0.994782	0.998661	1.00133	1.00523	0.2330391	9.19216	15.2	3.64837	6.02423	2.19232	0.0938674	15.2	15.2	11.07	11.1026	11.07	11.07	7.71027	1.12454	0	4.36787	7.63328	8.01627	15.1672	6.09152	6.22783	2.92069	11.4074	7.34214	8.04294	4.04776	15.2	0.7433643	7.834572	-4.912777	3.733985	13.94265
830	-1076.906	-545.2022	-531.7041	250717.8	0.145041	4.68807	0.0121563	0.0740818	0.00473151	0.0178562	0.172504	0.162253	0.00215079	0.088387	1.82691	0.0277873	0.0248186	2.68e-06	0.000246832	2.31556	0.00153781	0.0101103	0.0959619	0.00247645	0.0441511	0.771494	0.00136548	0.00877253	0.11988	0.226549	1.07881	0.000172354	0.0267268	48119.7	2.62935e+13	0.0290973	2.00853e+08	0.0110962	0.0242378	19.8562	0.263518	5.71621	1.21205	3.03848	5.71021e+13	0.148435	0.0151109	40713.7	0.00119572	0.0462105	0.00561901	308004	0.600985	0.00558739	4.96647	0.0124807	-0.05742148	0.258477	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	12	15.2	0.1416017	0.997463	0.99935	1.00065	1.00254	0.2010555	9.19216	15.2	0.479803	6.18842	5.95891	2.39931	15.2	15.2	11.07	11.1026	11.07	11.07	7.71027	1.12454	0	4.36787	5.6072	8.01627	15.2	6.09152	6.22783	6.10394	11.4133	7.34214	3.97613	5.02316	15.2	1.2856	8.1759	-6.174737	4.068397	16.55186
840	-1067.29	-539.8542	-527.4355	711753.8	0.1081	8.76297	0.00818754	0.159726	0.0127078	0.00187691	0.0508674	0.09528	0.000268144	0.0454704	2.40203	0.0231684	0.00610677	1.58794e-06	0.000139486	1.90582	0.00525043	0.0206726	0.109118	0.00242961	0.0527838	1.7386	0.00170405	0.00798935	0.0364139	0.75344	4.70919	2.17661e-05	0.00962089	60140.9	2.25309e+13	0.0178932	4.14977e+08	0.0515461	0.0301008	69.7308	0.0612838	19.6906	0.644329	3.42054	1.55496e+14	0.230764	0.0120255	131382	0.00064387	0.0273083	0.00213257	673233	0.0834387	0.0008957	2.57726	0.00403538	-0.004370047	0.149926	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.2	0.1208338	0.998494	0.999615	1.00038	1.00151	0.145556	7.81531	14.9247	2.63625	4.19067	2.68885	4.4473	15.2	15.2	11.07	11.1026	11.07	11.07	7.71027	5.78673	0	4.36787	5.44519	8.01627	15.1357	6.09152	6.30335	1.98331	11.4192	7.34214	4.09949	5.02316	15.2	1.030023	7.870633	-5.379938	3.858258	14.88615
850	-1040.725	-533.045	-507.6797	634365.4	0.0682138	4.42272	0.00194617	0.103417	0.00350994	0.000627283	0.10661	0.101542	0.000203688	0.11042	5.75376	0.0113232	0.00271297	1.03083e-05	0.000214528	0.89398	0.00339535	0.0339005	0.169147	0.00408304	0.0174171	1.8207	0.00252627	0.0156703	0.0105034	0.276657	1.36131	1.70238e-05	0.030716	0.0280604	2.64266e+13	0.00145304	2.19807e+09	0.0519171	0.0205025	107.824	0.144981	5.40607	0.392797	1.6522	1.31852e+14	0.198949	0.0172362	232525	0.000474643	0.0544633	0.0260671	750945	0.0815247	0.0039625	1.69566	0.00965229	0.051232	0.09043626	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	13	15.2	0.1364652	0.998405	0.999592	1.00041	1.0016	0.1416683	7.81531	15.2	1.10363	8.59581	3.14913	4.9928	15.2	15.2	11.07	11.1026	11.07	11.07	4.11909	1.82693	0	4.36787	7.82786	6.05171	15.2	6.09152	6.98086	3.27074	11.4202	7.34214	4.09949	5.09356	15.2	0.6383664	7.704158	-5.532949	3.892225	15.14942
