Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	Root_age	tree_length	ucln_mean	ucln_mu	ucln_sigma	ucln_var
132	0	-350.658	-435.574	84.91596	81870.35	0.0233875	0.0382396	0.0672916	0.0100792	0.132943	0.0551725	0.144872	0.0059553	0.00198401	0.00604838	0.0214837	0.03548	0.0535146	0.0662571	0.00697766	0.0545936	0.014702	0.0176201	0.00623006	0.370648	0.00599458	0.0114893	0.0246743	0.314432	0.085143	0.0603605	0.0056031	0.0156781	0.00561508	0.012458	0.0196893	0.367368	0.0410369	0.0146103	0.0223042	0.00884096	0.0946039	0.0056746	0.0287604	0.0418496	0.00206429	0.0861676	0.0111025	0.0847107	0.0906182	0.0145979	0.0172029	0.101717	0.0298747	0.00597126	0.00886571	0.0846604	11.28336	0.995561	0.998862	1.00113	1.00445	11.28336	148.5707	0.06762763	-3.494032	1.265143	1.600586
133	1	-337.9683	-434.5476	96.57927	658353.6	0.0131301	0.0114899	0.00618355	0.0367794	0.0728174	0.0332382	0.0156792	0.00587981	0.127246	0.00263566	0.0155245	0.00815118	0.00271817	0.0979384	0.00253242	0.014478	0.00808956	0.00939598	0.00201464	0.0967111	0.0113044	0.0833933	0.0251948	0.0249153	0.151642	0.130104	0.0468277	0.0588298	0.00301613	0.0145593	0.0347387	0.0286481	0.0236723	0.0537503	0.00263747	0.0359035	0.00261107	0.0333989	0.026152	0.0120187	0.0172825	0.00607417	0.0225715	0.0850653	0.0205877	0.145908	0.0270085	0.0153113	0.00619377	0.0459246	0.0267303	0.0582181	14.01217	0.998434	0.999599	1.0004	1.00157	14.01217	199.1415	0.04388211	-3.84663	1.200318	1.440763
134	0	-334.0028	-423.4636	89.46087	942735.8	0.0424638	0.0213195	0.360196	0.00583703	0.0604133	0.0186502	0.168511	0.00767844	0.00288458	0.00549321	0.0096254	0.00563027	0.0971177	0.0234389	0.0177932	0.0341661	0.0911878	0.00829461	0.00650287	0.296143	0.00312094	0.00355644	0.0136315	0.149099	0.0245301	0.0581215	0.00229219	0.00298628	0.0152734	0.0037049	0.0263944	0.0600651	0.00812206	0.0732659	0.0166989	0.0243953	0.0431952	0.108264	0.0152795	0.0651983	0.0690731	0.0272378	0.0340538	0.0642507	0.0818095	0.0062491	0.0283915	0.144056	0.0535827	0.0114746	0.0250485	0.00671165	11.31635	0.998691	0.999665	1.00033	1.00131	11.31635	177.0734	0.05092377	-3.822872	1.300343	1.690893
135	1	-328.2871	-426.0278	97.74074	931168.6	0.0094511	0.0129826	0.0153945	0.0347687	0.111444	0.00609695	0.00763777	0.0226261	0.321671	0.0159726	0.0028535	0.0076395	0.015676	0.0604865	0.0118661	0.00399981	0.0120451	0.0246362	0.013646	0.239698	0.0212725	0.0108502	0.0406414	0.00949133	0.202837	0.141108	0.0274513	0.0044155	0.0175606	0.00608454	0.0546099	0.015788	0.0370564	0.0470439	0.00304897	0.0120134	0.00604096	0.0676475	0.0506038	0.0202746	0.00648801	0.00166359	0.00299298	0.0175821	0.0139404	0.0618322	0.0183485	0.0194552	0.01075	0.012912	0.0133227	0.149612	13.88238	0.998683	0.999663	1.00034	1.00132	13.88238	195.3718	0.02688831	-4.330589	1.195429	1.429052
136	0	-356.7937	-437.5602	80.76648	690586.4	0.0951029	0.0250592	0.611837	0.0158039	0.0596851	0.01942	0.138422	0.00214581	0.0584775	0.0203274	0.0175176	0.0162873	0.0535849	0.0581381	0.0036645	0.0491679	0.00763508	0.00553773	0.00444282	0.290755	0.0557528	0.00482839	0.0184471	0.0669534	0.0196393	0.0622002	0.0124551	0.00759692	0.00371592	0.00444041	0.116141	0.0454913	0.00697102	0.0122095	0.0129455	0.242818	0.028759	0.137706	0.0336839	0.0962483	0.0237074	0.00541508	0.157979	0.0100773	0.0506503	0.00547924	0.00163677	0.106204	0.00546408	0.0784843	0.0521507	0.010208	11.29913	0.998471	0.999609	1.00039	1.00153	11.29913	162.2733	0.04449519	-3.688598	1.073521	1.152448
137	1	-350.1518	-428.9616	78.80982	898331.5	0.00907846	0.0120112	0.00409262	0.0366619	0.0367052	0.0068146	0.0464244	0.00255077	0.062351	0.0100501	0.0141925	0.00550817	0.0293616	0.0295269	0.00318095	0.00800047	0.0102524	0.0634261	0.0240507	0.479779	0.0270192	0.00374941	0.0498706	0.0107345	0.577439	0.666949	0.0166566	0.0359706	0.00597973	0.00783067	0.171081	0.00709233	0.0929035	0.0515061	0.000399627	0.0744563	0.0459497	0.00141568	0.124942	0.0467956	0.00665025	0.00933788	0.130236	0.0444795	0.00791939	0.0703374	0.0337774	0.0300698	0.0207049	0.0232402	0.0406265	0.0384665	13.75474	0.998659	0.999657	1.00034	1.00134	13.75474	194.2491	0.05183704	-3.920113	1.385975	1.920926
138	0	-344.6116	-443.3756	98.76407	359320.5	0.010023	0.100364	0.0791618	0.0298161	0.038959	0.0109992	0.122151	0.0371314	0.00656093	0.0261635	0.015504	0.00416503	0.0431963	0.0360519	0.0148976	0.0746167	0.0324413	0.0123679	0.0177879	0.112767	0.0777841	0.0205625	0.0177372	0.212022	0.0486451	0.0276741	0.0122196	0.023454	0.0109524	0.0440952	0.0584042	0.015682	0.0302476	0.0631797	0.0115842	0.021532	0.00971293	0.0265657	0.0207408	0.0554874	0.00920804	0.00897818	0.0231615	0.202587	0.0229092	0.0252956	0.0286148	0.061829	0.0275507	0.082366	0.0506702	0.0384852	11.37537	0.99788	0.999458	1.00054	1.00212	11.37537	154.4692	0.04380514	-3.530095	0.8967615	0.8041811
139	1	-350.84	-429.1178	78.27779	639098.9	0.066108	0.0244798	0.00629377	0.0901946	0.0116092	0.00623659	0.0767356	0.0013619	0.117023	0.0213013	0.0037878	0.00587423	0.0548979	0.141205	0.00996918	0.0138507	0.00406227	0.00224944	0.0121224	0.191508	0.0122414	0.0115806	0.0348057	0.00299901	1.45308	0.917972	0.0347251	0.0281154	0.00779294	0.00420654	0.192151	0.0106417	0.126537	0.0478589	0.00234681	0.0276668	0.0382881	0.0397136	0.00650933	0.00250755	0.00670543	0.000564717	0.0140164	0.0302103	0.0260089	0.0712809	0.251614	0.0175533	0.0491804	0.0353838	0.00565778	0.0052003	14.05613	0.99841	0.999593	1.00041	1.00159	14.05613	186.6285	0.08089356	-3.903334	1.666561	2.777425
140	0	-371.3068	-454.8537	83.54697	866543.6	0.0951644	0.0559564	0.127536	0.120174	0.0606789	0.00608585	0.276028	0.0540316	0.0282539	0.0211058	0.0180401	0.0582762	0.0118077	0.0807203	0.10646	0.0178364	0.0132707	0.0382261	0.0262948	0.103677	0.0211963	0.0206237	0.0157828	0.0382584	0.113623	0.0830356	0.0237854	0.0171605	0.017057	0.023434	0.0058473	0.0336649	0.052015	0.0143825	0.0146527	0.0660162	0.091797	0.0547769	0.0185543	0.0432696	0.0356748	0.0602687	0.0317236	0.0127793	0.0273207	0.0193367	0.0864352	0.0672599	0.0791999	0.0246876	0.136546	0.0837869	11.5373	0.998635	0.999651	1.00035	1.00137	11.5373	149.7925	0.07015402	-3.004832	0.83399	0.6955394
141	1	-351.1579	-428.191	77.03313	28899.17	0.0208959	0.0183692	0.00247153	0.136407	0.0132406	0.00387623	0.102401	0.000560901	0.27957	0.0232973	0.00688639	0.0101358	0.0109017	0.0843007	0.00980699	0.00175332	0.00226758	0.00219032	0.0191626	3.07864	0.0226842	0.00636729	0.0195858	0.00679443	0.0935944	0.85053	0.0521702	0.00616291	0.108222	0.0104111	0.114304	0.0202464	0.109088	0.029296	0.00461985	0.00348686	0.0062517	0.119027	0.00307054	0.00428838	0.0115852	0.0344655	0.123342	0.0325551	0.00755559	0.133659	0.0602422	0.0245917	0.0201749	0.0346171	0.000823456	0.00193796	14.0221	0.992533	0.99808	1.0019	1.00749	14.0221	187.9449	0.06704467	-4.339528	1.809493	3.274265
142	0	-320.905	-429.5378	108.6328	722692.5	0.0165098	0.0469686	0.156077	0.0152947	0.0937624	0.0367239	0.22816	0.00773609	0.0152387	0.0298277	0.00716443	0.00593892	0.0197851	0.0521185	0.0182607	0.0481129	0.0237316	0.0103874	0.00705134	0.0641526	0.0119015	0.0191983	0.00643022	0.0599992	0.00944486	0.0321543	0.00785195	0.0088857	0.0125552	0.0431067	0.0246462	0.0427969	0.158792	0.015998	0.0208141	0.0299209	0.0925174	0.0230401	0.00997888	0.0191882	0.0226432	0.010182	0.0104513	0.0826003	0.0213226	0.0204227	0.0152327	0.0571087	0.0362853	0.00859129	0.0178206	0.0162607	11.56498	0.998505	0.999618	1.00038	1.0015	11.56498	143.8988	0.03487465	-3.807901	0.9506899	0.9038113
143	1	-339.2473	-433.0078	93.76055	49956.91	0.0138113	0.0375986	0.00199689	0.164139	0.051638	0.0105668	0.0683657	0.000713155	0.124264	0.0164345	0.00892113	0.0173661	0.0019682	0.0560594	0.0119163	0.0365867	0.00350678	0.00482867	0.0165614	0.0472008	0.0326352	0.0109122	0.012813	0.0332758	0.177349	0.329144	0.0478594	0.00830968	0.00212764	0.000887715	0.179159	0.00260426	0.174967	0.0486507	0.0120867	0.0406599	0.00492199	0.0499474	0.0136654	0.0473141	0.0111881	0.00909465	0.0141023	0.0114429	0.12386	0.0197968	0.00778792	0.0205791	0.00318103	0.0256943	0.00507923	0.00275631	14.07145	0.994319	0.998542	1.00145	1.00569	14.07145	167.6044	0.0402207	-4.142114	1.362894	1.857481
144	0	-348.4742	-435.1071	86.63286	907566.5	0.0325607	0.105821	0.0590476	0.01534	0.159964	0.0440347	0.36483	0.0150756	0.16091	0.110686	0.0161899	0.00922972	0.0685685	0.0929226	0.0148337	0.25686	0.00611478	0.00688418	0.0128925	0.107623	0.00805741	0.0783293	0.0226064	0.0527354	0.024512	0.0410405	0.00628663	0.0705368	0.00903765	0.0341596	0.0137553	0.0141935	0.0367601	0.00535123	0.0316554	0.045925	0.0350174	0.0246274	0.00695829	0.0475148	0.0992425	0.0174182	0.0976104	0.0170914	0.0253675	0.0155157	0.0123976	0.0459996	0.0222028	0.0334334	0.00991864	0.0413491	11.73243	0.998666	0.999659	1.00034	1.00133	11.73243	133.3875	0.04914243	-3.530732	1.017545	1.035398
145	1	-372.5269	-451.6291	79.10218	765767.7	0.0295278	0.0593043	0.0172537	0.130881	0.296424	0.0268804	0.0524145	0.0353928	0.126999	0.114359	0.00590625	0.00333916	0.00172486	0.0783881	0.0184413	0.0319655	0.0104133	0.0246976	0.0956414	0.0428198	0.00813237	0.0219984	0.0150535	0.00780243	0.0286227	0.948419	0.0232913	0.0029457	0.0202616	0.00900624	0.0545925	0.000477673	0.244637	0.0517483	0.000315649	0.0159151	0.0214478	0.00586817	0.0133924	0.00653271	0.00602926	0.00923783	0.0118659	0.0110698	0.0343751	0.0352267	0.00778691	0.0216272	0.0484525	0.0729665	0.019549	0.0472484	14.02034	0.998548	0.999629	1.00037	1.00145	14.02034	165.0489	0.113391	-3.469431	1.607804	2.585035
146	0	-365.3978	-441.5129	76.11508	864293.4	0.0393686	0.0701138	0.282658	0.0107289	0.0337525	0.00938512	0.0917512	0.0926726	0.0523793	0.120038	0.019168	0.0159031	0.0551987	0.06313	0.0147743	0.0539584	0.0672508	0.0237426	0.008968	0.238099	0.0253391	0.00587661	0.0129116	0.480806	0.0986973	0.0422004	0.12436	0.0760423	0.0486714	0.0067188	0.017456	0.00760309	0.033756	0.0204434	0.00522724	0.0257244	0.0263565	0.0340304	0.437276	0.0324968	0.0452232	0.0296647	0.0887817	0.0368669	0.0370282	0.00893592	0.0100111	0.101723	0.0473306	0.0161128	0.010188	0.0303359	11.90568	0.998633	0.99965	1.00035	1.00137	11.90568	151.3772	0.06654724	-3.311423	1.096886	1.20316
147	1	-352.804	-436.2384	83.43439	633270.7	0.116516	0.0483634	0.00408246	0.218447	0.00614551	0.0110976	0.0514257	0.0155955	0.0613408	0.0463558	0.0153756	0.013541	0.00595048	0.0375575	0.0256012	0.00111841	0.00342055	0.000868979	0.0132109	0.894452	0.0533863	0.007834	0.00969171	0.00105422	0.190728	0.253222	0.047887	0.00811681	0.00634666	0.0077899	0.0193615	0.00506121	0.0746117	0.0815757	0.0220976	0.0106003	0.00563922	0.0323057	0.03644	0.0347025	0.0672915	0.00250624	0.0151199	0.0134056	0.00721708	0.0245499	0.00961723	0.00389864	0.0703547	0.0328255	0.0999601	0.050558	13.8011	0.998403	0.999592	1.00041	1.0016	13.8011	177.9401	0.06224904	-4.262792	1.724053	2.972359
148	0	-343.0536	-435.0618	92.00827	874363.8	0.0126795	0.0686994	0.137333	0.00647367	0.0359352	0.0200632	0.149632	0.0217793	0.0223784	0.019964	0.0221971	0.125596	0.0152789	0.0317722	0.0166604	0.0114922	0.0145825	0.00757723	0.00481336	0.260165	0.0197596	0.0177117	0.0126757	0.257824	0.00538809	0.00861267	0.00649222	0.0330076	0.00867596	0.00619186	0.0243962	0.0794292	0.0266555	0.0113146	0.0133715	0.0149297	0.0207587	0.0529782	0.0575765	0.085176	0.0288915	0.034228	0.128272	0.0261608	0.0893965	0.0143907	0.0070438	0.00581639	0.0969907	0.0380678	0.0780253	0.0122756	12.0039	0.998641	0.999652	1.00035	1.00136	12.0039	185.7865	0.06807641	-3.447547	1.233225	1.520845
149	1	-367.3102	-442.2881	74.97791	801258.8	0.134302	0.00942276	0.00919886	0.0697183	0.0451368	0.0104059	0.0586322	0.00516077	0.299936	0.0183942	0.0181497	0.027418	0.000710517	0.0551574	0.00472222	0.00236662	0.0537621	0.000392285	0.0168973	0.126614	0.0395693	0.0210359	0.0260866	0.0738876	0.143007	0.220477	0.022986	0.0828687	0.00583932	0.104613	0.00901804	0.00799073	0.0473392	0.0484332	0.0273827	0.0137488	0.0449632	0.143537	0.0585927	0.0298018	0.0107008	0.010781	0.0161035	0.0027503	0.0338112	0.0469185	0.06982	0.0219278	0.101821	0.0171719	0.044887	0.106159	14.04633	0.99858	0.999637	1.00036	1.00142	14.04633	192.353	0.06952414	-3.613584	1.376592	1.895006
150	0	-371.8488	-441.4338	69.58498	809756.6	0.0341456	1.31753	0.935944	0.1505	0.0131045	0.0167018	0.139537	0.0474245	0.0148971	0.026289	0.0136839	0.0446476	0.0183694	0.106873	0.00762109	0.0533657	0.00817984	0.0130712	0.025873	0.0611701	0.00870796	0.0222794	0.0130378	0.454719	0.0101927	0.0405209	0.0190935	0.0296228	0.00798238	0.0207978	0.00340435	0.0277327	0.0107851	0.0289768	0.0471685	0.0442585	0.0114338	0.0460788	0.0404978	0.138003	0.00556176	0.0236662	0.207209	0.0237335	0.220366	0.0199171	0.0250916	0.0526792	0.0989874	0.048644	0.0783189	0.022032	12.09439	0.998588	0.999639	1.00036	1.00141	12.09439	161.9539	0.07015991	-3.438376	1.250119	1.562796
151	1	-334.2697	-423.2624	88.99271	711614.3	0.131225	0.00142926	0.00257315	0.0056416	0.113975	0.0221037	0.0410276	0.00644959	0.0867959	0.00585745	0.0228297	0.0188676	0.0045849	0.218592	0.00954755	0.00262433	0.0147483	0.00495526	0.0205626	0.237701	0.0750849	0.00221759	0.015875	0.0117086	0.0850253	0.0685303	0.106923	0.0153185	0.0182172	0.000630907	0.0381872	0.0628914	0.0233218	0.061057	0.12083	0.00186531	0.0149514	0.0882642	0.00831772	0.0351488	0.00506521	0.00525237	0.0157213	0.0248025	0.0132269	0.104754	0.00179205	0.0122538	0.0671061	0.0542623	0.0292084	0.0167234	13.921	0.998494	0.999615	1.00038	1.00151	13.921	206.6232	0.06430871	-3.802167	1.454721	2.116213
152	0	-368.4212	-432.5197	64.09856	466333.9	0.0409285	0.550475	0.402679	0.0331694	0.0343934	0.0106735	3.03893	0.0110562	0.00604902	0.0140491	0.00994594	0.015108	0.0373088	0.212095	0.0072261	0.201272	0.0207259	0.0316769	0.00726241	0.341497	0.0018117	0.0237739	0.0295161	0.379951	0.00735806	0.039602	0.0107377	0.0916862	0.0181329	0.0255888	0.0125507	0.0203187	0.0279441	0.0529557	0.0142632	0.0252915	0.0258845	0.0203994	0.0417495	0.102139	0.0615363	0.0128446	0.220427	0.00115876	0.142176	0.0481994	0.0137987	0.0373693	0.0155162	0.00956318	0.0207077	0.0159683	11.94914	0.998139	0.999524	1.00047	1.00186	11.94914	168.51	0.0573828	-3.522014	1.152391	1.328006
153	1	-342.3428	-426.3646	84.02176	825239.9	0.0823432	0.00626987	0.00593734	0.0215855	0.0657338	0.00503648	0.0609518	0.0328459	0.446268	0.0119014	0.0337034	0.0240685	0.00581875	0.158419	0.0083614	0.0114966	0.0188361	0.0302877	0.0040781	0.0895276	0.0332576	0.0686066	0.0716057	0.010125	0.311432	0.156758	0.0108391	0.0241223	0.00448366	0.0121543	0.0574928	0.0510512	0.101664	0.0273624	0.00143561	0.00224081	0.0108103	0.0342406	0.11203	0.00358876	0.00182846	0.00727348	0.0126473	0.0229376	0.00393532	0.0479353	0.00171735	0.00586711	0.0450574	0.0191626	0.0593607	0.00341529	14.22758	0.998601	0.999642	1.00036	1.0014	14.22758	205.1472	0.1144665	-3.592616	1.688279	2.850286
154	0	-364.8755	-431.051	66.17547	740747.7	0.0244023	0.320102	1.79365	0.0780136	0.0476153	0.0354393	0.214197	0.280382	0.0314306	0.0371954	0.0107495	0.0141321	0.00794039	0.591439	0.0127948	0.231896	0.116071	0.0643699	0.0267955	0.138625	0.0059468	0.00336528	0.0143678	0.276337	0.0376591	0.0238701	0.000317332	0.0420845	0.0108134	0.00468011	0.0121361	0.00324969	0.140362	0.00104235	0.0102574	0.0293604	0.101824	0.00783578	0.00260148	0.0804488	0.00960117	0.0090279	0.236551	0.00081408	0.159368	0.0258269	0.000874045	0.0240135	0.0513132	0.00663222	0.00834397	0.00176968	11.93523	0.998524	0.999622	1.00038	1.00148	11.93523	157.6313	0.0949117	-3.758606	1.675588	2.807596
155	1	-344.0727	-425.7616	81.68898	455983.1	0.0195062	0.00951547	0.00485891	0.0205477	0.0617867	0.00592569	0.0537954	0.0171078	0.374959	0.0120698	0.0110984	0.0132741	0.0029059	0.0414331	0.0139423	0.0415911	0.00202631	0.0611329	0.00987028	0.0670224	0.0216831	0.000904586	0.0270598	0.0208948	1.21836	0.0715008	0.0729235	0.012616	0.0161283	0.0311968	0.0261161	0.000750257	0.0508097	0.0599152	0.0100412	0.0133539	0.00794592	0.0106368	0.0976205	0.0222352	0.00523344	0.0568545	0.0185925	0.0576614	0.00466646	0.240707	0.0178882	0.00511226	0.0386871	0.0341361	0.0199094	0.0270718	14.31035	0.998118	0.999519	1.00048	1.00188	14.31035	206.8692	0.1018483	-3.295393	1.422056	2.022244
156	0	-372.8636	-437.2576	64.39395	212680.7	0.0667843	0.319618	0.486974	0.10212	0.0430185	0.0677117	0.222707	0.036821	0.00777339	0.104286	0.00304516	0.00129911	0.0155025	0.300692	0.0202743	0.63345	0.00377903	0.00989081	0.00452484	0.101945	0.0327474	0.0187541	0.0104401	0.0910242	0.00756317	0.0330936	0.0138046	0.00477591	0.0391713	0.181128	0.179733	0.0183424	0.0545588	0.023797	0.0059834	0.0307261	0.119136	0.00261179	0.00108631	0.0452189	0.0280676	0.00518549	0.00820601	0.0170774	0.074649	0.00260782	0.0105199	0.0178433	0.0678047	0.00549614	0.0981001	0.951271	12.01054	0.997245	0.999295	1.0007	1.00276	12.01054	160.1515	0.1329369	-3.31195	1.608769	2.588137
157	1	-347.2669	-429.3502	82.08324	666207.6	0.0560803	0.018912	0.00318676	0.00135117	0.0314547	0.00675504	0.0592583	0.00834058	0.286905	0.0205822	0.0029246	0.00320053	0.00264032	0.045793	0.00320266	0.0038079	0.00824694	0.0840922	0.00938065	0.151111	0.00412167	0.00600228	0.0156389	0.0051066	0.122008	0.208865	0.0626184	0.0118574	0.0255408	0.0175863	0.0245889	0.00414817	0.066682	0.0487123	0.0266068	0.11495	0.0261997	0.0270831	0.163928	0.0197877	0.00670575	0.0339447	0.0139096	0.213869	0.0027031	0.0717849	0.0109331	0.0106202	0.0980463	0.0995711	0.0391996	0.0497871	14.22124	0.998443	0.999602	1.0004	1.00156	14.22124	216.5956	0.08471091	-3.884688	1.68296	2.832354
158	0	-361.9658	-428.2539	66.28806	500929	0.0171273	0.511496	0.484885	0.0794043	0.0457238	0.0144345	0.137323	0.0785473	0.0026514	0.0242257	0.00044868	0.00257954	0.00580093	0.482442	0.026216	0.948771	0.0172744	0.00719746	0.00526659	1.06645	0.010541	0.0990089	0.0727435	0.168536	0.00315402	0.0135574	0.00102749	0.0186239	0.00509785	0.0493168	0.0385203	0.00236291	0.0191573	0.0175371	0.00938659	0.000378989	0.00785863	0.00441119	0.00630673	0.0314235	0.0225206	0.00780351	0.0100026	0.0383599	0.0686729	0.0215652	0.0243177	0.0626412	0.0367811	0.055605	0.155377	0.545945	11.98753	0.998205	0.999541	1.00046	1.0018	11.98753	179.7072	0.1395296	-3.478919	1.737493	3.018882
159	1	-345.0854	-438.1236	93.03811	35668.09	0.038337	0.0149335	0.00515213	0.00612632	0.0341606	0.0114784	0.0215538	0.0125506	0.0752866	0.0514363	0.00173915	0.0114491	0.00620541	0.0260405	0.0103981	0.00628686	0.0102804	0.0230354	0.025336	0.219145	0.0339173	0.0336207	0.0242176	0.00999181	0.125529	0.222744	0.0365215	0.0343729	0.0140995	0.0130461	0.0181764	0.0180047	0.0876009	0.0688485	0.0403942	0.0399388	0.0118006	0.0225235	0.0466957	0.0336018	0.00644846	0.012888	0.177973	0.0512213	0.0479002	0.0354185	0.013272	0.00967909	0.140612	0.0201759	0.0665565	0.00452527	14.29815	0.993278	0.998273	1.00171	1.00674	14.29815	235.9551	0.04078313	-3.643844	0.9427163	0.8887141
160	0	-379.6135	-434.2731	54.65954	318464.7	0.0641442	0.287195	0.297439	0.0139293	0.244474	0.00809861	0.304666	0.489003	0.00851349	0.0139548	0.0105424	0.00159633	0.00177656	0.181675	0.0112626	0.527603	0.0355988	0.0089706	0.00490484	0.453001	0.003786	0.00811284	0.131358	0.70524	0.00100724	0.0262494	0.0130683	0.12362	0.0086239	0.0591769	0.00225911	0.0320078	0.00751107	0.0090686	0.0504502	0.00154844	0.0458712	0.0161056	0.00999589	0.041687	0.0278128	0.030364	0.0636322	0.0584378	0.0511494	0.0365037	0.0320702	0.0484056	0.0363695	0.00636871	0.0675367	1.88476	12.28428	0.997748	0.999424	1.00057	1.00225	12.28428	161.8739	0.1158289	-3.848873	1.840235	3.386464
161	1	-347.0421	-445.5929	98.55083	657518.6	0.0146142	0.0142708	0.0165538	0.00825771	0.0402726	0.0136416	0.0330009	0.0116211	0.595425	0.0145854	0.00714223	0.0255178	0.00526569	0.0298542	0.0121	0.0191106	0.00901837	0.00923609	0.00421331	0.0407527	0.0322526	0.0135071	0.00836504	0.00673234	0.226767	0.0238002	0.0183468	0.0271373	0.0406269	0.0120664	0.0317741	0.0064084	0.0857084	0.0326109	0.0389698	0.0970827	0.0277596	0.0831374	0.0460779	0.0126653	0.00515948	0.00619541	0.0702112	0.0395403	0.0238486	0.0334502	0.0224692	0.0398765	0.0905454	0.00439074	0.0394928	0.0421435	14.16334	0.998433	0.999599	1.0004	1.00157	14.16334	236.8339	0.03643427	-3.866954	1.053289	1.109417
162	0	-378.6751	-432.1212	53.44606	30826.62	0.039348	0.546185	1.48469	0.0562179	0.186043	0.0174794	0.198044	0.131654	0.0145953	0.00863725	0.0151367	0.00195117	0.016297	0.0148795	0.027272	0.569041	0.361042	0.015252	0.0201711	1.19191	0.00324133	0.0118102	0.0261223	0.688724	0.00632359	0.0376835	0.000673085	0.0482953	0.0344671	0.00178847	0.000664108	0.00291203	0.135991	0.35985	0.0426577	0.0402241	0.00072658	0.0484151	0.0361146	0.0736346	0.0129138	0.0361412	0.0195702	0.0106279	0.105463	0.00582036	0.026598	0.000749247	0.0261892	0.00214759	0.0225362	0.65935	12.13296	0.99277	0.998142	1.00184	1.00725	12.13296	162.7875	0.1828327	-3.298711	1.78859	3.199054
163	1	-347.696	-436.0704	88.37441	465207.9	0.0180559	0.0503735	0.00104407	0.0162084	0.0278236	0.00949903	0.025635	0.00343229	0.0639596	0.00336934	0.0241865	0.0098493	0.00549177	0.0477473	0.00812651	0.00883156	0.0131862	0.010476	0.0463055	0.0045827	0.00814573	0.0103905	0.0327391	0.0303929	0.397249	0.281328	0.0142294	0.00399429	0.0113142	0.0176448	0.0242693	0.0411777	0.0318808	0.0335007	0.0166335	0.0220171	0.00389136	0.0488052	0.0266903	0.0236498	0.0279881	0.0291927	0.32738	0.147444	0.155237	0.0630107	0.0432153	0.0762105	0.0239111	0.0432888	0.031427	0.0251402	14.5193	0.998137	0.999523	1.00048	1.00186	14.5193	212.4939	0.0450335	-3.748309	1.138385	1.295921
164	0	-365.5788	-436.428	70.84928	896051.6	0.0949218	0.0366086	0.823183	0.0575497	0.0429145	0.00811365	0.0937856	0.0291827	0.00969885	0.00586507	0.0220279	0.000605996	0.0809416	0.0651117	0.0088783	0.308311	0.0277691	0.0203074	0.00137202	1.80801	0.00417984	0.0133147	0.0191918	0.30765	0.00736529	0.018705	0.000180806	0.00413821	0.00333774	0.00760863	0.0129031	0.216717	0.103671	0.000912801	0.0138868	0.0419767	0.0258172	0.00931323	0.00446873	0.0898111	0.0123095	0.00898393	0.00357302	0.00436872	0.0490555	0.00251945	0.0217161	0.0191948	0.0296914	0.00618108	0.250596	1.58647	12.10906	0.998658	0.999657	1.00034	1.00134	12.10906	182.3378	0.1742212	-3.950647	2.099151	4.406434
165	1	-338.0229	-433.6187	95.5958	5977.59	0.0199347	0.0276754	0.00155434	0.0168038	0.0494545	0.0127733	0.0518237	0.0118032	0.248728	0.0469853	0.0437887	0.0362423	0.00712628	0.0831176	0.00655871	0.0040071	0.0191512	0.0100473	0.0160787	0.171968	0.0318962	0.00587712	0.0143397	0.00683054	0.216215	0.28509	0.0439968	0.0174722	0.0163767	0.00400305	0.0935016	0.00945251	0.0292174	0.0298026	0.01241	0.0162051	0.00631605	0.00910968	0.0573077	0.0120413	0.0193584	0.0821578	0.0779719	0.000734441	0.00919358	0.020892	0.0461253	0.00264003	0.00791091	0.00752278	0.0130552	0.00412194	14.19567	0.983608	0.995753	1.00415	1.01649	14.19567	212.203	0.0365442	-3.912065	1.098028	1.205665
