Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1505	1	-424.632	-414.941	-9.69102	544831.5	11.72722	0.998278	0.99956	1.00044	1.00172	3.138168
1506	0	-428.604	-413.948	-14.6562	352554.4	10.95805	0.99786	0.999452	1.00055	1.00214	3.621296
1507	1	-444.271	-419.031	-25.2396	558510.8	9.783649	0.9983	0.999565	1.00043	1.0017	4.779369
1508	0	-431.339	-418.558	-12.7804	644450.1	9.17126	0.998417	0.999595	1.0004	1.00158	3.520769
1509	1	-420.217	-409.013	-11.204	308868.1	9.261643	0.997714	0.999415	1.00058	1.00229	3.349194
1510	0	-425.63	-414.845	-10.7846	219627	10.2882	0.997289	0.999306	1.00069	1.00271	3.291454
1511	1	-437.514	-422.076	-15.4387	4185.86	7.953006	0.980422	0.994914	1.00495	1.01971	3.833583
1512	0	-442.835	-423.469	-19.3662	420624.3	8.814415	0.998041	0.999499	1.0005	1.00196	4.269985
1513	1	-434.995	-420.094	-14.9011	272940.4	6.30983	0.997568	0.999378	1.00062	1.00243	3.588373
1514	0	-439.638	-426.662	-12.976	304335.6	10.90641	0.997697	0.999411	1.00059	1.00231	3.471036
1515	1	-439.724	-431.473	-8.25098	532197.2	11.79224	0.998258	0.999554	1.00044	1.00174	3.013117
1516	0	-446.533	-423.689	-22.8442	199603.7	8.283452	0.997156	0.999272	1.00073	1.00285	4.728869
1517	1	-443.613	-426.729	-16.8844	10709.74	8.140707	0.987744	0.996836	1.00311	1.01231	4.012731
1518	0	-439.827	-424.062	-15.7653	874455.6	8.784757	0.998641	0.999652	1.00035	1.00136	3.86251
1519	1	-438.036	-424.532	-13.5037	165070.7	9.583375	0.996873	0.999199	1.0008	1.00313	3.5876
1520	0	-435.015	-420.164	-14.8514	772455	7.653275	0.998554	0.99963	1.00037	1.00145	3.749172
1521	1	-432.169	-423.136	-9.03267	692158.9	12.51607	0.998473	0.999609	1.00039	1.00153	3.046818
1522	0	-443.794	-423.16	-20.6338	818407.2	5.761025	0.998595	0.999641	1.00036	1.00141	4.423115
1523	1	-438.787	-424.641	-14.1464	765165.1	8.460379	0.998547	0.999628	1.00037	1.00145	3.680168
1524	0	-438.272	-422.107	-16.1647	130632.7	9.275409	0.996485	0.9991	1.0009	1.00352	3.884035
1525	1	-445.686	-424.769	-20.9168	375308.1	8.256014	0.997926	0.999469	1.00053	1.00208	4.498531
1526	0	-439.115	-420.554	-18.5605	412438.3	6.450272	0.998021	0.999494	1.0005	1.00198	4.18584
1527	1	-433.765	-418.865	-14.9	434392.5	6.59512	0.998072	0.999507	1.00049	1.00193	3.645604
1528	0	-431.593	-419.229	-12.3649	101676.5	10.08369	0.996017	0.998979	1.00102	1.00399	3.453281
1529	1	-432.962	-421.345	-11.6166	867154.7	9.435191	0.998635	0.999651	1.00035	1.00137	3.392578
1530	0	-440.504	-424.515	-15.9889	328966	12.32823	0.997785	0.999433	1.00057	1.00222	3.620062
1531	1	-436.263	-421.996	-14.2662	570868.8	8.992153	0.998318	0.99957	1.00043	1.00168	3.687738
1532	0	-429.75	-415.752	-13.9977	555708.8	8.889303	0.998295	0.999564	1.00044	1.00171	3.65981
1533	1	-436.044	-417.486	-18.5576	236269.1	6.960205	0.997386	0.999331	1.00067	1.00262	4.224841
1534	0	-447.469	-425.247	-22.2226	872851.3	8.031265	0.99864	0.999652	1.00035	1.00136	4.679206
1535	1	-455.389	-436.219	-19.17	987179.1	11.18227	0.998721	0.999673	1.00033	1.00128	4.008102
1536	0	-451.371	-431.731	-19.6402	32226.46	9.791086	0.992928	0.998183	1.0018	1.00709	4.206263
1537	1	-431.739	-418.524	-13.2148	310476.6	8.930595	0.99772	0.999416	1.00058	1.00228	3.571425
1538	0	-454.163	-432.85	-21.3126	337912.1	6.673049	0.997814	0.999441	1.00056	1.00219	4.619752
1539	1	-433.272	-421.152	-12.1201	623844.4	7.112425	0.998391	0.999588	1.00041	1.00161	3.325412
1540	0	-452.747	-431.148	-21.5992	171938.9	6.742865	0.996936	0.999215	1.00078	1.00307	4.663293
1541	1	-439.745	-424.522	-15.2227	222374.9	8.374992	0.997306	0.99931	1.00069	1.0027	3.808278
1542	0	-445.668	-425.073	-20.5942	85006.38	6.419699	0.995644	0.998883	1.00111	1.00436	4.499084
1543	1	-430.032	-420.357	-9.67489	106388.8	10.44013	0.996106	0.999002	1.00099	1.0039	3.180692
1544	0	-433.845	-420.553	-13.2918	163453	10.72785	0.996858	0.999195	1.0008	1.00315	3.5108
1545	1	-428.452	-416.595	-11.8575	694973.1	8.420489	0.998476	0.99961	1.00039	1.00153	3.408205
1546	0	-428.801	-414.947	-13.8541	40746.46	8.088829	0.99371	0.998385	1.0016	1.0063	3.639043
1547	1	-437.827	-424.091	-13.736	74009.63	8.249548	0.995331	0.998803	1.00119	1.00468	3.628638
1548	0	-431.993	-418.27	-13.7227	572548.7	9.690613	0.998321	0.99957	1.00043	1.00168	3.606176
1549	1	-436.917	-419.638	-17.2783	58986.64	6.884505	0.994771	0.998658	1.00133	1.00524	4.035258
1550	0	-430.698	-421.662	-9.03612	230253.1	10.14738	0.997352	0.999322	1.00068	1.00265	3.122781
1551	1	-438.825	-420.715	-18.11	260663.6	10.3781	0.997511	0.999363	1.00063	1.00249	3.99473
1552	0	-439.919	-425.089	-14.8296	604889.7	6.780864	0.998366	0.999582	1.00042	1.00163	3.665048
1553	1	-437.919	-426.348	-11.5706	19337.6	9.0794	0.990874	0.997651	1.00232	1.00916	3.388582
1554	0	-424.131	-414.284	-9.84686	825545.7	10.34558	0.998601	0.999642	1.00036	1.0014	3.199193
1555	1	-419.545	-411.291	-8.25405	754010.1	11.23233	0.998537	0.999626	1.00037	1.00146	3.03064
1556	0	-429.044	-415.236	-13.8082	47772.94	8.594031	0.99419	0.998509	1.00148	1.00582	3.640655
1557	1	-450.514	-424.002	-26.5122	837952.7	9.434492	0.998612	0.999645	1.00035	1.00139	4.971426
1558	0	-443.243	-425.537	-17.706	338501.8	11.99856	0.997816	0.999441	1.00056	1.00219	3.79358
1559	1	-432.76	-420.499	-12.2613	510704	9.969939	0.998222	0.999545	1.00045	1.00178	3.447014
1560	0	-435.779	-420.986	-14.7939	536730.9	7.557352	0.998266	0.999556	1.00044	1.00174	3.736614
1561	1	-454.043	-433.471	-20.5716	596867.9	6.45415	0.998355	0.999579	1.00042	1.00165	4.49787
1562	0	-434.911	-422.743	-12.1683	607294.3	8.139104	0.998369	0.999583	1.00042	1.00163	3.433326
1563	1	-432.859	-415.625	-17.2338	523027.1	6.023152	0.998243	0.999551	1.00045	1.00176	3.901209
1564	0	-429.942	-423.646	-6.29533	540872.6	10.12992	0.998272	0.999558	1.00044	1.00173	2.852334
1565	1	-431.611	-422.466	-9.14438	656166.2	13.13147	0.998431	0.999599	1.0004	1.00157	3.023787
1566	0	-438.404	-425.002	-13.4013	127438.5	8.483251	0.996442	0.999088	1.00091	1.00356	3.592381
1567	1	-445.118	-425.386	-19.7321	275445.1	6.042364	0.997579	0.99938	1.00062	1.00242	4.319027
1568	0	-436.68	-416.041	-20.6391	336822.4	5.033544	0.997811	0.99944	1.00056	1.00219	4.207331
1569	1	-421.129	-408.259	-12.8704	700497.3	8.458309	0.998482	0.999612	1.00039	1.00152	3.529309
1570	0	-452.89	-425.087	-27.803	287905.4	5.742463	0.997632	0.999394	1.0006	1.00237	5.66797
1571	1	-428.89	-418.354	-10.5366	557415.2	9.083049	0.998298	0.999565	1.00043	1.0017	3.274765
1572	0	-438.053	-420.148	-17.9049	818166.1	7.097283	0.998595	0.999641	1.00036	1.00141	4.138098
1573	1	-430.2	-415.373	-14.8267	486405.4	7.631763	0.998178	0.999534	1.00046	1.00182	3.74489
1574	0	-427.186	-411.925	-15.2601	663160.7	8.174672	0.99844	0.999601	1.0004	1.00156	3.813342
1575	1	-443.638	-423.064	-20.574	873293.3	5.964085	0.99864	0.999652	1.00035	1.00136	4.447349
1576	0	-438.334	-426.235	-12.0987	107496.4	8.953755	0.996126	0.999007	1.00099	1.00388	3.446563
1577	1	-452.017	-433.153	-18.8642	389257.4	7.22548	0.997963	0.999479	1.00052	1.00204	4.275649
1578	0	-435.701	-416.233	-19.4686	587468.6	10.09142	0.998342	0.999576	1.00042	1.00166	4.156925
1579	1	-426.263	-415.152	-11.1111	723222.1	9.547956	0.998506	0.999618	1.00038	1.0015	3.338262
1580	0	-430.443	-414.212	-16.2313	438475.7	9.649695	0.998081	0.999509	1.00049	1.00192	3.867816
1581	1	-426.062	-412.893	-13.1683	517968.1	9.221538	0.998234	0.999548	1.00045	1.00177	3.562114
1582	0	-430.03	-417.868	-12.1626	42183.29	9.613538	0.993818	0.998412	1.00157	1.0062	3.447005
1583	1	-429.206	-421.009	-8.19644	257084.4	10.98432	0.997494	0.999359	1.00064	1.00251	3.031261
1584	0	-431.917	-416.184	-15.7337	512159.5	10.29489	0.998224	0.999546	1.00045	1.00178	3.772003
1585	1	-435.806	-419.867	-15.9386	388870.5	6.825978	0.997962	0.999479	1.00052	1.00204	3.834032
1586	0	-442.612	-425.938	-16.6738	253797	9.068936	0.997478	0.999354	1.00064	1.00252	3.951234
1587	1	-437.953	-415.331	-22.6217	932215.7	5.309956	0.998684	0.999663	1.00034	1.00132	4.683513
1588	0	-443.234	-423.327	-19.9066	764024.2	8.13594	0.998546	0.999628	1.00037	1.00145	4.384294
1589	1	-432.212	-415.588	-16.624	467554.1	10.1953	0.998142	0.999525	1.00047	1.00186	3.866663
1590	0	-440.831	-423.037	-17.7938	862385.4	8.756923	0.998632	0.99965	1.00035	1.00137	4.095107
1591	1	-433.744	-418.838	-14.9053	130901.2	9.855656	0.996489	0.9991	1.0009	1.00352	3.718973
1592	0	-435.203	-419.174	-16.0291	600416.2	6.959721	0.99836	0.999581	1.00042	1.00164	3.861518
1593	1	-428.656	-415.756	-12.9001	329115.5	10.36684	0.997785	0.999433	1.00057	1.00222	3.493277
1594	0	-433.37	-417.968	-15.4014	156153.9	7.606821	0.996785	0.999177	1.00082	1.00322	3.819179
1595	1	-425.684	-412.078	-13.606	910926.9	8.95598	0.998669	0.99966	1.00034	1.00133	3.614873
1596	0	-435.679	-420.938	-14.741	629762.8	9.938163	0.998399	0.99959	1.00041	1.0016	3.697597
1597	1	-432.293	-416.785	-15.5086	78065.96	7.943859	0.995454	0.998834	1.00116	1.00455	3.842252
1598	0	-435.645	-420.553	-15.0928	943989.1	9.612473	0.998692	0.999666	1.00033	1.00131	3.751861
1599	1	-453.35	-430.077	-23.2727	131875.6	5.262023	0.996502	0.999104	1.00089	1.0035	4.794849
1600	0	-432.68	-418.237	-14.4433	887252	10.1806	0.998651	0.999655	1.00034	1.00135	3.653655
1601	1	-433.253	-415.243	-18.0095	121393	6.216267	0.996354	0.999066	1.00093	1.00365	4.066136
1602	0	-437.013	-419.323	-17.6903	202199.4	7.680955	0.997175	0.999277	1.00072	1.00283	4.120061
1603	1	-430.801	-414.911	-15.8905	447517.6	7.24215	0.998101	0.999514	1.00048	1.0019	3.865246
1604	0	-422.407	-414.57	-7.83752	280381.8	10.96086	0.9976	0.999386	1.00061	1.0024	2.998994
1605	1	-426.681	-419.251	-7.43051	505820	11.50977	0.998213	0.999543	1.00046	1.00179	2.951174
1606	0	-438.539	-423.032	-15.5071	322720.2	10.47903	0.997763	0.999428	1.00057	1.00224	3.73641
1607	1	-432.254	-422.277	-9.97758	902915.9	9.192376	0.998663	0.999658	1.00034	1.00134	3.215573
1608	0	-432.593	-417.318	-15.2752	910570.5	11.20315	0.998668	0.999659	1.00034	1.00133	3.658105
1609	1	-430.867	-414.643	-16.2246	464018.8	6.222564	0.998135	0.999523	1.00048	1.00187	3.78033
1610	0	-422.133	-411.296	-10.8366	88477.35	12.31829	0.99573	0.998905	1.00109	1.00428	3.202724
1611	1	-420.616	-413.244	-7.37201	666167.2	13.28659	0.998443	0.999602	1.0004	1.00156	2.881922
1612	0	-423.108	-412.796	-10.3128	135972.8	10.50824	0.996555	0.999117	1.00088	1.00345	3.239903
1613	1	-427.465	-422.472	-4.99333	568554.2	11.21646	0.998315	0.999569	1.00043	1.00169	2.740343
1614	0	-431.854	-416.645	-15.2089	680136.7	8.603459	0.998459	0.999606	1.00039	1.00154	3.803458
1615	1	-439.527	-427.025	-12.5028	606542.4	7.650608	0.998368	0.999583	1.00042	1.00163	3.442066
1616	0	-426.208	-420.051	-6.15759	65993.03	9.044933	0.995056	0.998732	1.00126	1.00495	2.789921
1617	1	-429.433	-417.515	-11.9177	484880.2	7.568979	0.998175	0.999533	1.00047	1.00183	3.35727
1618	0	-431.424	-420.091	-11.3331	220217.8	11.6192	0.997293	0.999307	1.00069	1.00271	3.284243
1619	1	-432	-418.533	-13.4666	442320.2	11.66613	0.998089	0.999511	1.00049	1.00191	3.46451
1620	0	-436.297	-421.043	-15.2547	694619.2	8.201918	0.998475	0.99961	1.00039	1.00153	3.812739
1621	1	-431.97	-419.305	-12.6644	413969.6	8.453636	0.998025	0.999495	1.0005	1.00198	3.504838
1622	0	-447.174	-430.791	-16.3825	936801.3	7.305909	0.998687	0.999664	1.00034	1.00131	3.9367
1623	1	-427.44	-416.16	-11.2795	60153.07	10.36871	0.994822	0.998672	1.00132	1.00519	3.336886
1624	0	-444.32	-426.79	-17.5295	373694	8.387382	0.997921	0.999468	1.00053	1.00208	4.083196
1625	1	-443.445	-425.205	-18.2393	878220.2	7.640315	0.998644	0.999653	1.00035	1.00136	4.191982
1626	0	-440.114	-423.892	-16.222	357435.5	8.202723	0.997875	0.999456	1.00054	1.00213	3.930667
1627	1	-436.04	-421.175	-14.8651	823531.2	6.724364	0.9986	0.999642	1.00036	1.0014	3.661737
1628	0	-435.65	-420.767	-14.8832	379325.7	8.183533	0.997937	0.999472	1.00053	1.00206	3.767302
1629	1	-434.764	-424.578	-10.186	530906.8	8.190819	0.998256	0.999554	1.00045	1.00175	3.193897
1630	0	-440.425	-423.075	-17.3494	441072.2	7.631648	0.998087	0.99951	1.00049	1.00191	4.075444
1631	1	-434.598	-421.048	-13.5497	685831.2	6.915075	0.998466	0.999608	1.00039	1.00154	3.498481
1632	0	-439.594	-421.379	-18.2157	606611.7	8.450829	0.998368	0.999583	1.00042	1.00163	4.16167
1633	1	-438.413	-420.305	-18.1079	469238.7	5.865026	0.998145	0.999525	1.00047	1.00186	4.011135
1634	0	-448.39	-426.732	-21.6575	806414.4	5.922601	0.998585	0.999638	1.00036	1.00142	4.623957
1635	1	-426.457	-417.006	-9.45126	469882.6	9.888849	0.998146	0.999526	1.00047	1.00185	3.165509
1636	0	-442.566	-425.201	-17.3647	652430.4	9.848393	0.998427	0.999598	1.0004	1.00157	3.969124
1637	1	-432.614	-424.406	-8.20738	690781.2	10.69013	0.998471	0.999609	1.00039	1.00153	3.037404
1638	0	-441.453	-421.73	-19.7232	754440.9	5.787158	0.998537	0.999626	1.00037	1.00146	4.270706
1639	1	-424.6	-417.126	-7.47342	827190.7	9.367738	0.998603	0.999643	1.00036	1.0014	2.950886
1640	0	-434.225	-419.093	-15.1314	481230.9	9.229018	0.998168	0.999531	1.00047	1.00183	3.774673
1641	1	-429.753	-413.839	-15.9142	998983.1	6.439943	0.998729	0.999675	1.00032	1.00127	3.773742
1642	0	-439.162	-423.053	-16.1089	589391.3	9.255069	0.998345	0.999577	1.00042	1.00166	3.879159
1643	1	-432.039	-419.636	-12.4023	409386.4	10.0427	0.998014	0.999492	1.00051	1.00199	3.458527
1644	0	-432.203	-413.439	-18.7638	808796	8.367362	0.998587	0.999639	1.00036	1.00141	4.231539
1645	1	-431.275	-414.955	-16.3197	360061.6	9.369292	0.997882	0.999458	1.00054	1.00212	3.895124
1646	0	-433.416	-415.469	-17.9463	294674.4	6.566976	0.997659	0.999401	1.0006	1.00234	4.104473
1647	1	-432.168	-417.97	-14.1977	445372	9.138478	0.998096	0.999513	1.00049	1.00191	3.67628
1648	0	-441.106	-423.059	-18.047	647503.2	9.445966	0.998421	0.999596	1.0004	1.00158	4.073225
1649	1	-432.13	-415.302	-16.8281	869519.9	6.325398	0.998637	0.999652	1.00035	1.00136	3.896555
1650	0	-434.691	-415.817	-18.8745	661030.2	7.614393	0.998437	0.9996	1.0004	1.00156	4.275622
1651	1	-431.172	-417.024	-14.1479	646966.3	10.27706	0.99842	0.999596	1.0004	1.00158	3.619024
1652	0	-430.796	-416.5	-14.2964	130621.5	7.496525	0.996485	0.9991	1.0009	1.00352	3.666618
1653	1	-438.463	-423.753	-14.7097	236426.6	6.992556	0.997387	0.999331	1.00067	1.00262	3.675965
1654	0	-437.3	-424.842	-12.4577	246681.1	11.13525	0.997442	0.999345	1.00065	1.00256	3.41059
1655	1	-435.848	-417.257	-18.5908	622363.8	8.600769	0.998389	0.999588	1.00041	1.00161	4.196724
1656	0	-426.376	-418.15	-8.22587	17558.34	13.8885	0.990424	0.997534	1.00243	1.00961	2.915109
1657	1	-447.132	-427.804	-19.3284	13691.5	8.91918	0.989158	0.997205	1.00275	1.01088	4.256961
1658	0	-440.252	-424.606	-15.646	791724.2	8.754	0.998572	0.999635	1.00036	1.00143	3.849937
1659	1	-438.65	-426.829	-11.8216	270652.6	9.424469	0.997558	0.999375	1.00062	1.00244	3.414432
1660	0	-438.979	-429.598	-9.38078	449159.3	10.95321	0.998104	0.999515	1.00048	1.0019	3.140021
1661	1	-436.499	-419.882	-16.6171	808466.8	7.683711	0.998587	0.999639	1.00036	1.00141	3.980376
1662	0	-435.009	-424.237	-10.7726	947892	7.610382	0.998695	0.999666	1.00033	1.00131	3.211108
1663	1	-445.615	-432.337	-13.2783	648546.9	7.734476	0.998422	0.999596	1.0004	1.00158	3.549358
1664	0	-433.349	-422.106	-11.2433	857858.7	7.482678	0.998628	0.999649	1.00035	1.00137	3.257592
1665	1	-436.287	-418.172	-18.1147	570197.5	6.379092	0.998317	0.99957	1.00043	1.00168	4.10748
1666	0	-431.525	-422.555	-8.96999	676593.1	7.889465	0.998455	0.999605	1.00039	1.00155	3.012603
1667	1	-438.823	-420.645	-18.1781	246894.6	9.537573	0.997443	0.999345	1.00065	1.00256	4.079313
1668	0	-424.929	-419.562	-5.36712	196469.1	9.968112	0.997134	0.999266	1.00073	1.00287	2.755457
1669	1	-458.415	-432.421	-25.9944	726217.1	5.467055	0.998509	0.999619	1.00038	1.00149	5.336097
1670	0	-431.955	-414.903	-17.0515	648322.8	9.658245	0.998422	0.999596	1.0004	1.00158	3.952165
1671	1	-454.656	-432.082	-22.5742	249171.6	8.05954	0.997455	0.999348	1.00065	1.00255	4.720103
1672	0	-433.797	-419.508	-14.2888	131278.6	10.32036	0.996494	0.999102	1.00089	1.00351	3.6301
1673	1	-442.292	-426.571	-15.7209	970548.2	10.08776	0.99871	0.99967	1.00033	1.00129	3.785807
1674	0	-435.623	-421.297	-14.3263	635908.5	10.21374	0.998406	0.999592	1.00041	1.00159	3.640198
1675	1	-448.811	-435.965	-12.8458	217594.5	6.943194	0.997276	0.999303	1.00069	1.00273	3.401396
1676	0	-429.351	-419.14	-10.2107	352622.4	8.735825	0.99786	0.999452	1.00055	1.00214	3.228324
1677	1	-439.742	-424.745	-14.9968	921169	7.588132	0.998676	0.999661	1.00034	1.00132	3.765058
1678	0	-432.577	-422.448	-10.1296	606740.7	9.988128	0.998369	0.999583	1.00042	1.00163	3.232976
1679	1	-435.024	-416.11	-18.9141	981065.3	6.468883	0.998717	0.999672	1.00033	1.00128	4.24257
1680	0	-444.601	-430.964	-13.6368	433660.7	8.059083	0.99807	0.999506	1.00049	1.00193	3.611167
1681	1	-436.535	-419.385	-17.1505	981065.3	8.396354	0.998717	0.999672	1.00033	1.00128	4.037692
1682	0	-436.415	-420.991	-15.4237	779529.6	6.940231	0.998561	0.999632	1.00037	1.00144	3.772347
1683	1	-436.685	-424.345	-12.3393	528033.5	11.09758	0.998251	0.999553	1.00045	1.00175	3.402098
1684	0	-431.484	-416.735	-14.749	743925.1	8.289493	0.998527	0.999623	1.00038	1.00147	3.751625
1685	1	-448.708	-427.944	-20.7639	704203.4	5.483093	0.998486	0.999613	1.00039	1.00152	4.383597
1686	0	-432.593	-421.255	-11.3378	203315	9.567887	0.997182	0.999279	1.00072	1.00282	3.361782
1687	1	-439.073	-419.879	-19.1937	283203.1	7.341169	0.997612	0.999389	1.00061	1.00239	4.321408
1688	0	-437.401	-420.974	-16.4271	985778	9.362451	0.99872	0.999673	1.00033	1.00128	3.907011
1689	1	-439.891	-422.106	-17.7851	901199	6.407379	0.998661	0.999658	1.00034	1.00134	4.059811
1690	0	-431.459	-416.337	-15.1225	805647.3	9.223423	0.998584	0.999638	1.00036	1.00142	3.773955
1691	1	-440.419	-422.121	-18.2981	487033.3	6.436108	0.998179	0.999534	1.00046	1.00182	4.143448
1692	0	-432.543	-415.241	-17.3014	257964.5	6.625507	0.997498	0.99936	1.00064	1.0025	4.013302
1693	1	-433.968	-420.737	-13.2308	656719.6	6.666634	0.998432	0.999599	1.0004	1.00157	3.407345
1694	0	-428.761	-413.319	-15.4424	437348.7	8.221487	0.998079	0.999508	1.00049	1.00192	3.835584
1695	1	-439.538	-423.103	-16.435	436444.8	8.255605	0.998077	0.999508	1.00049	1.00192	3.955688
1696	0	-432.489	-417.347	-15.1414	77410.79	9.711976	0.995435	0.998829	1.00116	1.00457	3.751361
1697	1	-430.811	-417.249	-13.5622	512864	7.690762	0.998226	0.999546	1.00045	1.00178	3.583258
1698	0	-447.65	-429.605	-18.0452	433923.8	7.628912	0.998071	0.999506	1.00049	1.00193	4.166636
1699	1	-436.392	-418.936	-17.4558	123953.8	10.96173	0.996392	0.999076	1.00092	1.00361	3.876421
1700	0	-442.147	-428.798	-13.3491	562976.4	7.616458	0.998306	0.999567	1.00043	1.00169	3.550125
1701	1	-432.137	-417.935	-14.2014	564259.3	7.752807	0.998308	0.999567	1.00043	1.00169	3.669637
1702	0	-439.558	-423.016	-16.542	416072.9	6.268699	0.99803	0.999496	1.0005	1.00197	3.840568
1703	1	-429.202	-416.888	-12.3138	576727	7.489347	0.998327	0.999572	1.00043	1.00167	3.40138
1704	0	-428.306	-418.476	-9.83001	518020.1	12.77752	0.998234	0.999548	1.00045	1.00177	3.096179
1705	1	-433.313	-420.614	-12.699	97674.67	11.15877	0.995936	0.998958	1.00104	1.00407	3.430843
1706	0	-436.399	-417.857	-18.5418	327564.3	8.60488	0.99778	0.999432	1.00057	1.00222	4.190766
1707	1	-432.719	-421.012	-11.7073	477689.8	9.680498	0.998161	0.99953	1.00047	1.00184	3.398404
1708	0	-435.224	-416.37	-18.8538	964072.5	5.973056	0.998706	0.999669	1.00033	1.00129	4.160694
1709	1	-433.327	-418.221	-15.1054	529309.7	11.07012	0.998253	0.999553	1.00045	1.00175	3.653517
1710	0	-436.648	-421.936	-14.7123	428528.4	7.280028	0.998059	0.999503	1.0005	1.00194	3.705898
1711	1	-426.997	-416.086	-10.9114	261041.5	8.19992	0.997513	0.999363	1.00063	1.00249	3.283062
1712	0	-441.368	-426.8	-14.5688	326920.8	7.898567	0.997778	0.999431	1.00057	1.00222	3.722554
1713	1	-436.225	-417.641	-18.5845	715293.6	6.203481	0.998497	0.999616	1.00038	1.0015	4.156663
1714	0	-435.16	-421.102	-14.0574	988285.8	6.266996	0.998722	0.999673	1.00033	1.00128	3.44377
1715	1	-436.616	-418.782	-17.834	890326.1	8.75767	0.998653	0.999656	1.00034	1.00135	4.09966
1716	0	-442.719	-432.284	-10.435	563716.4	9.894659	0.998308	0.999567	1.00043	1.00169	3.264917
1717	1	-437.433	-426.047	-11.3861	980038.1	9.144931	0.998716	0.999672	1.00033	1.00128	3.368646
1718	0	-435.792	-420.601	-15.1916	464111	10.39097	0.998135	0.999523	1.00048	1.00187	3.712608
1719	1	-430.591	-420.267	-10.3243	542014.2	8.243563	0.998274	0.999558	1.00044	1.00173	3.214651
1720	0	-429.742	-418.531	-11.2118	845461.8	8.743431	0.998618	0.999647	1.00035	1.00138	3.34313
1721	1	-440.679	-424.752	-15.9271	709170	8.658031	0.998491	0.999614	1.00039	1.00151	3.885285
1722	0	-438.629	-422.731	-15.898	346617.6	6.788609	0.997842	0.999448	1.00055	1.00216	3.823563
1723	1	-435.217	-425.413	-9.804	405963.7	11.7303	0.998006	0.99949	1.00051	1.002	3.147662
1724	0	-439.488	-426.621	-12.8674	599691.8	10.02024	0.998359	0.99958	1.00042	1.00164	3.505775
1725	1	-433.164	-417.86	-15.304	37614.44	11.59698	0.993454	0.998318	1.00167	1.00656	3.627882
1726	0	-425.208	-417.122	-8.08627	184341.9	11.10825	0.997041	0.999242	1.00075	1.00296	3.018624
1727	1	-436.148	-417.685	-18.4631	732771.9	11.80213	0.998515	0.99962	1.00038	1.00149	3.878042
1728	0	-434.166	-422.745	-11.4204	37163.82	8.110835	0.993414	0.998308	1.00168	1.0066	3.339621
1729	1	-433.928	-420.428	-13.5003	973055.9	9.703208	0.998712	0.999671	1.00033	1.00129	3.582732
1730	0	-426.388	-415.443	-10.9446	250199.9	9.991146	0.99746	0.99935	1.00065	1.00254	3.314512
1731	1	-436.639	-423.793	-12.846	550840.8	11.46556	0.998288	0.999562	1.00044	1.00171	3.424575
1732	0	-446.477	-423.083	-23.3941	564637.1	5.112915	0.998309	0.999567	1.00043	1.00169	4.778731
1733	1	-430.453	-413.371	-17.0824	219846.6	10.71078	0.99729	0.999306	1.00069	1.00271	3.865713
1734	0	-437.788	-418.16	-19.6275	375827.4	8.291467	0.997927	0.99947	1.00053	1.00207	4.340007
1735	1	-431.49	-414.295	-17.195	657164	6.449278	0.998432	0.999599	1.0004	1.00157	3.973987
1736	0	-435.179	-418.833	-16.3466	811903.5	9.314773	0.99859	0.999639	1.00036	1.00141	3.901307
1737	1	-430.406	-420.426	-9.98026	523768.2	8.792749	0.998244	0.999551	1.00045	1.00176	3.204301
1738	0	-440.699	-421.094	-19.6057	568397.5	6.230585	0.998315	0.999569	1.00043	1.00169	4.324698
1739	1	-431.434	-420.364	-11.0708	830756.9	8.626434	0.998606	0.999643	1.00036	1.00139	3.323298
1740	0	-440.6	-425.952	-14.6472	681950.2	8.154228	0.998461	0.999606	1.00039	1.00154	3.73811
1741	1	-440.506	-420.915	-19.5908	101957.4	9.001394	0.996022	0.99898	1.00101	1.00398	4.279047
1742	0	-438.564	-417.4	-21.1638	976133.5	6.239046	0.998714	0.999671	1.00033	1.00129	4.575471
1743	1	-437.023	-416.769	-20.2542	621476.5	13.32778	0.998388	0.999588	1.00041	1.00161	3.846628
1744	0	-429.167	-423.012	-6.15481	712025.4	9.743721	0.998494	0.999615	1.00038	1.00151	2.827249
1745	1	-431.406	-414.901	-16.5054	420186.6	12.71111	0.99804	0.999498	1.0005	1.00196	3.625033
1746	0	-431.054	-417.871	-13.1838	958773.2	8.100248	0.998702	0.999668	1.00033	1.0013	3.55663
1747	1	-438.342	-420.676	-17.6667	845201	7.047436	0.998618	0.999647	1.00035	1.00138	4.101976
1748	0	-431.76	-425.389	-6.37096	243825.6	9.716316	0.997427	0.999341	1.00066	1.00258	2.848467
1749	1	-436.316	-420.762	-15.554	151086.6	8.950729	0.996732	0.999163	1.00083	1.00327	3.832577
1750	0	-426.61	-421.407	-5.20282	554697.4	12.52295	0.998294	0.999564	1.00044	1.00171	2.740657
1751	1	-433.154	-418.572	-14.5819	163132.2	8.577611	0.996855	0.999194	1.0008	1.00315	3.730851
1752	0	-436.618	-423.753	-12.8651	109143	9.047496	0.996155	0.999015	1.00098	1.00385	3.531471
1753	1	-440.097	-424.133	-15.9636	649024.8	8.714445	0.998423	0.999597	1.0004	1.00158	3.887619
